name,description,latitude,longitude,state,image_url,type
Institute of the Pennsylvania Hospital,Institute of the Pennsylvania HospitalMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/EAST_%28MAIN%29_FACADE_%285%27_x_8%27_negative%29_-_Pennsylvania_Hospital_for_Mental_and_Nervous_Diseases%2C_Forty-fourth_and_Market_Streets%2C_Philadelphia%2C_Philadelphia_County%2C_PA_HABS_PA%2C51-PHILA%2C511-1.tif/lossy-page1-320px-thumbnail.tif.jpg,manmade
Insurance Company of North America (INA) Building,Insurance Company of North America (INA) BuildingMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Insurance_Company_of_North_America_Building_%28Philadelphia%29_%2853574188251%29.jpg/330px-Insurance_Company_of_North_America_Building_%28Philadelphia%29_%2853574188251%29.jpg,manmade
Johnson House,Johnson HouseMore images,,,Philadelphia,,manmade
Laurel Hill Cemetery,Laurel Hill CemeteryMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/LaurelHillCemeteryGatehouse%28cropped%29_HABS314296cv.jpg/330px-LaurelHillCemeteryGatehouse%28cropped%29_HABS314296cv.jpg,manmade
J. Peter Lesley House,J. Peter Lesley House,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/1008_Clinton_Philly.JPG/330px-1008_Clinton_Philly.JPG,manmade
Memorial Hall,Memorial HallMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Memorial_Hall%2C_Parkend_-_geograph.org.uk_-_810190.jpg/330px-Memorial_Hall%2C_Parkend_-_geograph.org.uk_-_810190.jpg,manmade
Merchants' Exchange Building,Merchants' Exchange BuildingMore images,,,Philadelphia,,manmade
Mother Bethel A.M.E. Church,Mother Bethel A.M.E. ChurchMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Mother_Bethel_Philly_a.JPG/330px-Mother_Bethel_Philly_a.JPG,manmade
Mount Pleasant,Mount PleasantMore images,,,Philadelphia,,manmade
New Century Guild,New Century Guild,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/New_century_guild_building.jpg/330px-New_century_guild_building.jpg,manmade
New Market,New MarketMore images,,,Philadelphia,,manmade
Charles Willson Peale House,Charles Willson Peale HouseMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Charles_Willson_Peale_House%2C_5500_North_Twentieth_Street%2C_Philadelphia_%28Philadelphia_County%2C_Pennsylvania%29.jpg/330px-Charles_Willson_Peale_House%2C_5500_North_Twentieth_Street%2C_Philadelphia_%28Philadelphia_County%2C_Pennsylvania%29.jpg,manmade
Pennsylvania Academy of the Fine Arts,Pennsylvania Academy of the Fine ArtsMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Pennsylvania_Academy_of_the_Fine_Arts_building.jpg/330px-Pennsylvania_Academy_of_the_Fine_Arts_building.jpg,manmade
Pennsylvania Hospital,Pennsylvania HospitalMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Pennsylvania_Hospital_%2853590616710%29.jpg/330px-Pennsylvania_Hospital_%2853590616710%29.jpg,manmade
Philadelphia City Hall,Philadelphia City HallMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Philadelphia_city_hall.jpg/330px-Philadelphia_city_hall.jpg,manmade
Philadelphia Contributionship,Philadelphia ContributionshipMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Philadelphia_Contributionship.jpg/330px-Philadelphia_Contributionship.jpg,manmade
Philadelphia's Masonic Temple,Philadelphia's Masonic TempleMore images,,,Philadelphia,,manmade
Philadelphia Savings Fund Society (PSFS) Building,Philadelphia Savings Fund Society (PSFS) BuildingMore images,,,Philadelphia,,manmade
Philadelphia School of Design for Women,Philadelphia School of Design for WomenMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Philadelphia_School_of_Design_for_Women.png/330px-Philadelphia_School_of_Design_for_Women.png,manmade
Edgar Allan Poe House,Edgar Allan Poe HouseMore images,,,Philadelphia,,manmade
Race Street Meetinghouse,Race Street MeetinghouseMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Race_Street_Meetinghouse_and_Visitors_Center_from_Cherry_Street.jpg/330px-Race_Street_Meetinghouse_and_Visitors_Center_from_Cherry_Street.jpg,manmade
Reading Terminal and Trainshed,Reading Terminal and TrainshedMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/The_Reading_Terminal.jpg/330px-The_Reading_Terminal.jpg,manmade
Reynolds-Morris House,Reynolds-Morris HouseMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Reynolds-Morris_House%2C_225_South_Eighth_Street%2C_Philadelphia_%28Philadelphia_County%2C_Pennsylvania%29.jpg/330px-Reynolds-Morris_House%2C_225_South_Eighth_Street%2C_Philadelphia_%28Philadelphia_County%2C_Pennsylvania%29.jpg,manmade
Alfred Newton Richards Medical Research Laboratories and David Goddard Laboratories Buildings,Alfred Newton Richards Medical Research Laboratories and David Goddard Laboratories BuildingsMore images,,,Philadelphia,,manmade
Rittenhousetown Historic District,Rittenhousetown Historic DistrictMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Rittenhouse_homestead.jpg/330px-Rittenhouse_homestead.jpg,manmade
St. James-the-Less Episcopal Church,St. James-the-Less Episcopal ChurchMore images,,,Philadelphia,,manmade
St. Mark's Episcopal Church,St. Mark's Episcopal ChurchMore images,,,Philadelphia,,manmade
St. Peter's Church,St. Peter's ChurchMore images,,,Philadelphia,,manmade
Second Bank of the United States,Second Bank of the United StatesMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Second_Bank_of_the_United_States%2C_Philadelphia.jpg/330px-Second_Bank_of_the_United_States%2C_Philadelphia.jpg,manmade
Stenton(James Logan House),Stenton(James Logan House)More images,,,Philadelphia,,manmade
Thomas Sully Residence,Thomas Sully ResidenceMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/c/c8/Thomas_Sully_House%2C_530_Spruce_Street%2C_Philadelphia_%28Philadelphia_County%2C_Pennsylvania%29_cropped.jpg,manmade
Henry O. Tanner Homesite,Henry O. Tanner HomesiteMore images,,,Philadelphia,,manmade
United States Naval Asylum,United States Naval AsylumMore images,,,Philadelphia,,manmade
USSBECUNA,USSBECUNAMore images,,,Philadelphia,,manmade
USSOLYMPIA,USSOLYMPIAMore images,,,Philadelphia,,manmade
Wagner Free Institute of Science,Wagner Free Institute of ScienceMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Wagnerfreeinstitute.jpg/330px-Wagnerfreeinstitute.jpg,manmade
Walnut Street Theatre,Walnut Street TheatreMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Walnut_Street_Theatre_%2853590488689%29.jpg/330px-Walnut_Street_Theatre_%2853590488689%29.jpg,manmade
John Wanamaker Store,John Wanamaker StoreMore images,,,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Wanamaker_Building.jpg/330px-Wanamaker_Building.jpg,manmade
Woodford,WoodfordMore images,,,Philadelphia,,manmade
The Woodlands,The WoodlandsMore images,,,Philadelphia,,manmade
Wyck,WyckMore images,,,Philadelphia,,manmade
African Meeting House,African Meeting HouseMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/African_Meeting_House.jpg/330px-African_Meeting_House.jpg,manmade
Nathan Appleton Residence,Nathan Appleton ResidenceMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Daniel_Parker_house_%28Boston%2C_MA%29_-_3rd_floor_stairway.jpg/330px-Daniel_Parker_house_%28Boston%2C_MA%29_-_3rd_floor_stairway.jpg,manmade
Arnold Arboretum,Arnold ArboretumMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Arnold_Arboretum_-_Aug_2005_%28b%29.JPG/330px-Arnold_Arboretum_-_Aug_2005_%28b%29.JPG,manmade
Frederick Ayer Mansion,Frederick Ayer MansionMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Fredick_Ayer_Mansion.jpg/330px-Fredick_Ayer_Mansion.jpg,manmade
Beacon Hill Historic District,Beacon Hill Historic DistrictMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Park_Street_Boston.jpg/330px-Park_Street_Boston.jpg,manmade
Boston Athenaeum,Boston AthenaeumMore images,,,Boston,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/SigillumBostonAthen%C3%A6um.svg/320px-SigillumBostonAthen%C3%A6um.svg.png,manmade
Boston Common,Boston CommonMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Aerial_View_Parkman_Bandstand_at_Boston_Common_2.jpg/330px-Aerial_View_Parkman_Bandstand_at_Boston_Common_2.jpg,manmade
Boston Light,Boston LightMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Boston_Light.jpg/330px-Boston_Light.jpg,manmade
Boston Naval Shipyard,Boston Naval ShipyardMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Massachusetts_-_Boston_-_NARA_-_23941437_%28cropped%29.jpg/330px-Massachusetts_-_Boston_-_NARA_-_23941437_%28cropped%29.jpg,manmade
Boston Public Garden,Boston Public GardenMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Boston_Common_Lake_April_2025.jpg/330px-Boston_Common_Lake_April_2025.jpg,manmade
Boston Public Library,Boston Public LibraryMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Seal_of_the_Boston_Public_Library.svg/320px-Seal_of_the_Boston_Public_Library.svg.png,manmade
Brook Farm,Brook FarmMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Brook_Farm08.JPG/330px-Brook_Farm08.JPG,manmade
Bunker Hill Monument,Bunker Hill MonumentMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Bunker_hill_2009.JPG/330px-Bunker_hill_2009.JPG,manmade
USSCassin Young(destroyer),USSCassin Young(destroyer)More images,,,Boston,,manmade
Central Congregational Church,Central Congregational ChurchMore images,,,Boston,,manmade
USSConstitution(frigate),USSConstitution(frigate)More images,,,Boston,,manmade
"Ether Dome, Massachusetts General Hospital","Ether Dome, Massachusetts General HospitalMore images",,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Inside_the_Ether_Dome_at_Massachusetts_General_Hospital.jpg/330px-Inside_the_Ether_Dome_at_Massachusetts_General_Hospital.jpg,manmade
Faneuil Hall,Faneuil HallMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Faneuil_Hall_%285813514354%29.jpg/330px-Faneuil_Hall_%285813514354%29.jpg,manmade
Fenway Studios,Fenway Studios,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Fenway_Studios_29Jan2008.jpg/330px-Fenway_Studios_29Jan2008.jpg,manmade
First Harrison Gray Otis House,First Harrison Gray Otis HouseMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/1st_Harrison_Gray_Otis_House.JPG/330px-1st_Harrison_Gray_Otis_House.JPG,manmade
Fort Warren,Fort WarrenMore images,,,Boston,,manmade
William Lloyd Garrison House,William Lloyd Garrison House,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/BostonMA_WilliamLloydGarrisonHouse.jpg/330px-BostonMA_WilliamLloydGarrisonHouse.jpg,manmade
Gibson House,Gibson HouseMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Front_of_Gibson_House.jpg/330px-Front_of_Gibson_House.jpg,manmade
Chester Harding House,Chester Harding HouseMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Chester_Harding_House_05Feb2008.jpg/330px-Chester_Harding_House_05Feb2008.jpg,manmade
Harvard Stadium,Harvard StadiumMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Harvard_Stadium_from_above_2023_%28Quintin_Soloviev%29.png/330px-Harvard_Stadium_from_above_2023_%28Quintin_Soloviev%29.png,manmade
Samuel Gridley and Julia Ward Howe House,Samuel Gridley and Julia Ward Howe House,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Samuel_Gridley_and_Julia_Ward_Howe_House_Boston_MA.jpg/330px-Samuel_Gridley_and_Julia_Ward_Howe_House_Boston_MA.jpg,manmade
King's Chapel,King's ChapelMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Boston_-_King%27s_Chapel_%2848718908106%29.jpg/330px-Boston_-_King%27s_Chapel_%2848718908106%29.jpg,manmade
"LightshipNo. 112, ""Nantucket""","LightshipNo. 112, ""Nantucket""More images",,,Boston,,manmade
Long Wharf and Custom House Block,Long Wharf and Custom House BlockMore images,,,Boston,,manmade
Massachusetts General Hospital,Massachusetts General HospitalMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Massachusetts_General_Hospital_main_entrance.jpg/330px-Massachusetts_General_Hospital_main_entrance.jpg,manmade
Massachusetts Historical Society Building,Massachusetts Historical Society BuildingMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/MassHistorichq.JPG/330px-MassHistorichq.JPG,manmade
Massachusetts Statehouse,Massachusetts StatehouseMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Massachusetts_State_House_Boston_November_2016.jpg/330px-Massachusetts_State_House_Boston_November_2016.jpg,manmade
William C. Nell Residence,William C. Nell ResidenceMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/William_C._Nell_House%2C_3_Smith_Court%2C_Boston_%28Suffolk_County%2C_Massachusetts%29.jpg/330px-William_C._Nell_House%2C_3_Smith_Court%2C_Boston_%28Suffolk_County%2C_Massachusetts%29.jpg,manmade
New England Conservatory of Music,New England Conservatory of MusicMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/New_England_Conservatory_logo.jpg/330px-New_England_Conservatory_logo.jpg,manmade
New England Hospital for Women and Children,New England Hospital for Women and ChildrenMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/New_England_hospital_for_woman_and_children_%28NYPL_b11707585-G90F366_003F%29.tiff/lossy-page1-320px-New_England_hospital_for_woman_and_children_%28NYPL_b11707585-G90F366_003F%29.tiff.jpg,manmade
Old City Hall (Boston),Old City Hall (Boston)More images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Old_City_Hall_in_Boston%2C_Massachusetts.jpg/330px-Old_City_Hall_in_Boston%2C_Massachusetts.jpg,manmade
Old North Church,Old North ChurchMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Old_North_Church%2C_Boston_%282025%29.jpg/330px-Old_North_Church%2C_Boston_%282025%29.jpg,manmade
Old South Church in Boston,Old South Church in BostonMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Boston_-_Old_South_Church_%2848719081897%29.jpg/330px-Boston_-_Old_South_Church_%2848719081897%29.jpg,manmade
Old South Meeting House,Old South Meeting HouseMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Old_South_Meetinghouse_BW.jpg/330px-Old_South_Meetinghouse_BW.jpg,manmade
Old State House,Old State HouseMore images,,,Boston,,manmade
Old West Church,Old West ChurchMore images,,,Boston,,manmade
Pierce–Hichborn House,Pierce–Hichborn HouseMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Pierce-Hichborn_House%2C_Boston%2C_Massachusetts_%28front_view%29.jpg/330px-Pierce-Hichborn_House%2C_Boston%2C_Massachusetts_%28front_view%29.jpg,manmade
William H. Prescott House,William H. Prescott HouseMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Headquarters_House_55_Beacon_Street_Boston.jpg/330px-Headquarters_House_55_Beacon_Street_Boston.jpg,manmade
Quincy Market,Quincy MarketMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Quincy_Market_south-east_sides.jpg/330px-Quincy_Market_south-east_sides.jpg,manmade
Paul Revere House,Paul Revere HouseMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/2017_Paul_Revere_House_from_east.jpg/330px-2017_Paul_Revere_House_from_east.jpg,manmade
Ellen Swallow Richards Residence,Ellen Swallow Richards ResidenceMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Ellen_H._Swallow_Richards_House_Boston_MA_01.jpg/330px-Ellen_H._Swallow_Richards_House_Boston_MA_01.jpg,manmade
Roseway(Schooner),Roseway(Schooner)More images,,,Boston,,manmade
St. Paul's Church,St. Paul's ChurchMore images,,,Boston,,manmade
David Sears House,David Sears HouseMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/David_Sears_House_05Feb2008.jpg/330px-David_Sears_House_05Feb2008.jpg,manmade
Shirley–Eustis House,Shirley–Eustis HouseMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Shirley-Eustis_House.jpg/330px-Shirley-Eustis_House.jpg,manmade
Charles Sumner House,Charles Sumner HouseMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Charles_Sumner_House_Boston.jpg/330px-Charles_Sumner_House_Boston.jpg,manmade
Symphony Hall,Symphony HallMore images,,,Boston,,manmade
Tremont Street Subway,Tremont Street SubwayMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Pleasant_Street_Incline_junction.jpg/330px-Pleasant_Street_Incline_junction.jpg,manmade
Trinity Church,Trinity ChurchMore images,,,Boston,,manmade
William Monroe Trotter House,William Monroe Trotter HouseMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/BostonMA_WilliamMonroeTrotterHouse.jpg/330px-BostonMA_WilliamMonroeTrotterHouse.jpg,manmade
Union Oyster House,Union Oyster HouseMore images,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Union_Oyster_House_2025.jpg/330px-Union_Oyster_House_2025.jpg,manmade
Boston African American National Historic Site,,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/African_Meeting_House.jpg/330px-African_Meeting_House.jpg,manmade
Boston National Historical Park,,,,Boston,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/BostonFaneuilHall25June07C.jpg/330px-BostonFaneuilHall25June07C.jpg,manmade
USSAlabama(battleship),USSAlabama(battleship)More images,,,Alabama,,manmade
Apalachicola Fort,Apalachicola FortMore images,,,Alabama,,manmade
Barton Hall,Barton HallMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Barton_Hall_from_Schoellkopf_Field.jpg/330px-Barton_Hall_from_Schoellkopf_Field.jpg,manmade
"Bethel Baptist Church, Parsonage, and Guard House","Bethel Baptist Church, Parsonage, and Guard HouseMore images",,,Alabama,,manmade
Bottle Creek Site,Bottle Creek SiteMore images,,,Alabama,,manmade
Brown Chapel A.M.E. Church,Brown Chapel A.M.E. ChurchMore images,,,Alabama,,manmade
City Hall,City HallMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Musei_Capitolini_20150812.jpg/330px-Musei_Capitolini_20150812.jpg,manmade
Henry D. Clayton House,Henry D. Clayton HouseMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Clayton_House.jpg/330px-Clayton_House.jpg,manmade
J.L.M. Curry Home,J.L.M. Curry HomeMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Curry_Home.jpg/330px-Curry_Home.jpg,manmade
Dexter Avenue Baptist Church,Dexter Avenue Baptist ChurchMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Dexter_Avenue_Baptist.jpg/330px-Dexter_Avenue_Baptist.jpg,manmade
USSDrum(submarine),USSDrum(submarine)More images,,,Alabama,,manmade
Episcopal Church of the Nativity,Episcopal Church of the NativityMore images,,,Alabama,,manmade
First Confederate Capitol,First Confederate CapitolMore images,,,Alabama,,manmade
Fort Mitchell Site,Fort Mitchell SiteMore images,,,Alabama,,manmade
Fort Morgan,Fort MorganMore images,,,Alabama,,manmade
Fort Toulouse Site-Fort Jackson,Fort Toulouse Site-Fort JacksonMore images,,,Alabama,,manmade
Foster Auditorium,Foster AuditoriumMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Foster_Auditorium_Malone_Hood_Plaza_University_of_Alabama.jpg/330px-Foster_Auditorium_Malone_Hood_Plaza_University_of_Alabama.jpg,manmade
Gaineswood,GaineswoodMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Gaineswood_in_October_2011_01.JPG/330px-Gaineswood_in_October_2011_01.JPG,manmade
Government Street Presbyterian Church,Government Street Presbyterian ChurchMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Government_Street_Presbyterian.jpg/330px-Government_Street_Presbyterian.jpg,manmade
Ivy Green,Ivy GreenMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Ivy_Green.jpg/330px-Ivy_Green.jpg,manmade
Kenworthy Hall,Kenworthy HallMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Kenworthy_Hall.jpg/330px-Kenworthy_Hall.jpg,manmade
Monroe County Courthouse,Monroe County CourthouseMore images,,,Alabama,,manmade
Montgomery(snagboat),Montgomery(snagboat)More images,,,Alabama,,manmade
Montgomery Union Station and Trainshed,Montgomery Union Station and TrainshedMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Union_Station_Montgomery.JPG/330px-Union_Station_Montgomery.JPG,manmade
Moundville Site,Moundville SiteMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Moundville_aerial_HRoe_2020.jpg/330px-Moundville_aerial_HRoe_2020.jpg,manmade
Neutral Buoyancy Space Simulator,Neutral Buoyancy Space SimulatorMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Neutral_Buoyancy_Simulator_tank_from_outside.jpg/330px-Neutral_Buoyancy_Simulator_tank_from_outside.jpg,manmade
Edmund Pettus Bridge,Edmund Pettus BridgeMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Edmund_Pettus_Bridge_03.jpg/330px-Edmund_Pettus_Bridge_03.jpg,manmade
Propulsion and Structural Test Facility,Propulsion and Structural Test FacilityMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Propulsion_and_Structural_Test_Facility.jpg/330px-Propulsion_and_Structural_Test_Facility.jpg,manmade
Redstone Test Stand,Redstone Test StandMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Interim_Test_Stand.jpg/330px-Interim_Test_Stand.jpg,manmade
St. Andrew's Church,St. Andrew's ChurchMore images,,,Alabama,,manmade
Saturn V Dynamic Test Stand,Saturn V Dynamic Test StandMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/SA-500D_in_Dynamic_Test_Stand_Configuration_I.jpg/330px-SA-500D_in_Dynamic_Test_Stand_Configuration_I.jpg,manmade
Saturn V Dynamic Test Vehicle,Saturn V Dynamic Test VehicleMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/S-IC-D_positioning_for_shake_test.jpg/330px-S-IC-D_positioning_for_shake_test.jpg,manmade
16th Street Baptist Church,16th Street Baptist ChurchMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/16th_Street_Baptist_Church.JPG/330px-16th_Street_Baptist_Church.JPG,manmade
Sloss Blast Furnaces,Sloss Blast FurnacesMore images,,,Alabama,,manmade
"Swayne Hall, Talladega College","Swayne Hall, Talladega CollegeMore images",,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Swayne_Hall_Talladega.jpg/330px-Swayne_Hall_Talladega.jpg,manmade
Tuskegee Institute National Historic Site,Tuskegee Institute National Historic SiteMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Tuskegee_University_seal.svg/320px-Tuskegee_University_seal.svg.png,manmade
United States Post Office and Courthouse–Montgomery,United States Post Office and Courthouse–MontgomeryMore images,,,Alabama,,manmade
Wilson Dam,Wilson DamMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Wilson_Dam.jpg/330px-Wilson_Dam.jpg,manmade
Yuchi Town Site,Yuchi Town SiteMore images,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/e/e6/Yuchi_Town_Archaeological_Site.jpg,manmade
William Lowndes Yancey Law Office,,,,Alabama,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Yancey_Law_Office_02.jpg/330px-Yancey_Law_Office_02.jpg,manmade
Adak Army Base and Adak Naval Operating Base,Adak Army Base and Adak Naval Operating Base,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Adak%2C_Alaska_Base_%281055923818%29.jpg/330px-Adak%2C_Alaska_Base_%281055923818%29.jpg,manmade
Alaska Native Brotherhood Hall,Alaska Native Brotherhood HallMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Alaska_Native_Brotherhood_Hall%2C_Sitka_Camp_No._1%2C_Katlian_Street%2C_Sitka%2C_%28Sitka_Borough%2C_Alaska%29.jpg/330px-Alaska_Native_Brotherhood_Hall%2C_Sitka_Camp_No._1%2C_Katlian_Street%2C_Sitka%2C_%28Sitka_Borough%2C_Alaska%29.jpg,manmade
Amalik Bay Archeological District,Amalik Bay Archeological DistrictMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Amalik_Bay_Archeological_District_%2820357938118%29.jpg/330px-Amalik_Bay_Archeological_District_%2820357938118%29.jpg,manmade
American Flag Raising Site,American Flag Raising SiteMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/American_Flag-Raising_Site_%2820357938078%29.jpg/330px-American_Flag-Raising_Site_%2820357938078%29.jpg,manmade
Anangula Site,Anangula SiteMore images,,,Alaska,,manmade
Attu Battlefield and U.S. Army and Navy Airfields on Attu,Attu Battlefield and U.S. Army and Navy Airfields on AttuMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Attu_sat.jpg/330px-Attu_sat.jpg,manmade
Bering Expedition Landing Site,Bering Expedition Landing SiteMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Kayak_island.jpg/330px-Kayak_island.jpg,manmade
Birnirk site,Birnirk site,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Ukpeagvik_mounds.jpg/330px-Ukpeagvik_mounds.jpg,manmade
Cape Krusenstern Archeological District,Cape Krusenstern Archeological DistrictMore images,,,Alaska,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Tundra_River_%2820258476344%29.jpg/330px-Tundra_River_%2820258476344%29.jpg,manmade
