name,description,latitude,longitude,state,image_url,type
Hadrosaurus FoulkiiLeidy Site,Hadrosaurus FoulkiiLeidy SiteMore images,,,New Jersey,,manmade
"Hangar No. 1, Lakehurst Naval Air Station","Hangar No. 1, Lakehurst Naval Air StationMore images",,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Hindenburg_Disaster_Marker.jpg/330px-Hindenburg_Disaster_Marker.jpg,manmade
Joseph Henry House,Joseph Henry HouseMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Joseph_Henry_House-072.jpg/330px-Joseph_Henry_House-072.jpg,manmade
Hermitage,HermitageMore images,,,New Jersey,,manmade
Hinchliffe Stadium,Hinchliffe StadiumMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Hinchliffe_Stadium_July_2023.jpg/330px-Hinchliffe_Stadium_July_2023.jpg,manmade
Holland Tunnel,Holland TunnelMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Holland_Tunnel_Eastbound.jpg/330px-Holland_Tunnel_Eastbound.jpg,manmade
Francis Hopkinson House,Francis Hopkinson HouseMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Francis_Hopkinson_House%2C_Bordentown%2C_NJ_Nov_2017.jpg/330px-Francis_Hopkinson_House%2C_Bordentown%2C_NJ_Nov_2017.jpg,manmade
Horn Antenna,Horn AntennaMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Schwarzbeck_BBHA_9120_D.jpg/330px-Schwarzbeck_BBHA_9120_D.jpg,manmade
Lawrenceville School,Lawrenceville SchoolMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/en/c/cd/Lawrenceville_School_seal.png,manmade
William Livingston House,William Livingston HouseMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Liberty-hall-elizabeth.jpg/330px-Liberty-hall-elizabeth.jpg,manmade
Lucy the Margate Elephant,Lucy the Margate ElephantMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/2025-04-28_12_38_15_Right_and_front_side_of_Lucy_the_Elephant_in_Margate_City%2C_Atlantic_County%2C_New_Jersey.jpg/330px-2025-04-28_12_38_15_Right_and_front_side_of_Lucy_the_Elephant_in_Margate_City%2C_Atlantic_County%2C_New_Jersey.jpg,manmade
Maybury Hill,Maybury HillMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Maybury-hill-princeton.JPG/330px-Maybury-hill-princeton.JPG,manmade
Minisink Archeological Site,Minisink Archeological SiteMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Manna_site_cut_bank_1.jpg/330px-Manna_site_cut_bank_1.jpg,manmade
Monmouth Battlefield,Monmouth BattlefieldMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Craig_House_during_winter.png/330px-Craig_House_during_winter.png,manmade
Morven,MorvenMore images,,,New Jersey,,manmade
Nassau Hall,Nassau HallMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Cannon_Green_and_Nassau_Hall%2C_Princeton_University.jpg/330px-Cannon_Green_and_Nassau_Hall%2C_Princeton_University.jpg,manmade
Thomas Nast Home,Thomas Nast HomeMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Thomas_Nast_Home.jpg/330px-Thomas_Nast_Home.jpg,manmade
Navesink Light Station,Navesink Light StationMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Twin_Lights_of_the_Navesink_%28492062853%29.jpg/330px-Twin_Lights_of_the_Navesink_%28492062853%29.jpg,manmade
New St. Mary's Episcopal Church,New St. Mary's Episcopal ChurchMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/BurlingtonNJ_NewStMarysChurch_02.jpg/330px-BurlingtonNJ_NewStMarysChurch_02.jpg,manmade
Abel and Mary Nicholson House,Abel and Mary Nicholson House,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Nicholson_%28Abel%29_House%2C_Elsinboro_%28Salem_County%2C_New_Jersey%29.jpg/330px-Nicholson_%28Abel%29_House%2C_Elsinboro_%28Salem_County%2C_New_Jersey%29.jpg,manmade
Old Barracks,Old BarracksMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Old_Barracks_Museum%2C_Trenton%2C_New_Jersey.jpg/330px-Old_Barracks_Museum%2C_Trenton%2C_New_Jersey.jpg,manmade
"Old Queens, Rutgers University","Old Queens, Rutgers UniversityMore images",,,New Jersey,,manmade
Paulsdale,Paulsdale,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Paulsdale.jpg/330px-Paulsdale.jpg,manmade
President's House,President's HouseMore images,,,New Jersey,,manmade
Princeton Battlefield,Princeton BattlefieldMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Princeton_Battlefield_State_Park_%28Princeton%2C_NJ%29.JPG/330px-Princeton_Battlefield_State_Park_%28Princeton%2C_NJ%29.JPG,manmade
Prospect,ProspectMore images,,,New Jersey,,manmade
Radburn,RadburnMore images,,,New Jersey,,manmade
Red Bank Battlefield,Red Bank BattlefieldMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Red_Bank_Battle_Monument%2C_1906%2C_National_Park%2C_NJ.jpg/330px-Red_Bank_Battle_Monument%2C_1906%2C_National_Park%2C_NJ.jpg,manmade
Ringwood Manor,Ringwood ManorMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Ringwood_Manor_spring_2015.jpg/330px-Ringwood_Manor_spring_2015.jpg,manmade
Sandy Hook Light,Sandy Hook LightMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Sandy_Hook_Lighthouse_October_2020_002.jpg/330px-Sandy_Hook_Lighthouse_October_2020_002.jpg,manmade
Seabright Lawn Tennis and Cricket Club,Seabright Lawn Tennis and Cricket Club,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Seabright-tennis-club.JPG/330px-Seabright-tennis-club.JPG,manmade
Shadow Lawn,Shadow LawnMore images,,,New Jersey,,manmade
The Speedwell Village Factory,The Speedwell Village FactoryMore images,,,New Jersey,,manmade
Elizabeth Cady Stanton House,Elizabeth Cady Stanton House,,,New Jersey,,manmade
William Trent House,William Trent HouseMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/William_Trent_House%2C_Trenton%2C_NJ.jpg/330px-William_Trent_House%2C_Trenton%2C_NJ.jpg,manmade
Washington's Crossing,Washington's CrossingMore images,,,New Jersey,,manmade
Walt Whitman House,Walt Whitman HouseMore images,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Walt_Whitman%27s_house_Wellcome_L0010043.jpg/330px-Walt_Whitman%27s_house_Wellcome_L0010043.jpg,manmade
Paterson Great Falls[7],,,,New Jersey,,manmade
Ellis Island(part ofStatue of Liberty National Monument)[8],,,,New Jersey,,manmade
Thomas Edison National Historical Park,,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Edison_labs_Main_St_Lakeside_Av_jeh.jpg/330px-Edison_labs_Main_St_Lakeside_Av_jeh.jpg,manmade
Morristown National Historical Park,,,,New Jersey,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Ford_Mansion%2C_Morristown%2C_NJ_-_looking_north.jpg/330px-Ford_Mansion%2C_Morristown%2C_NJ_-_looking_north.jpg,manmade
Abó,AbóMore images,,,New Mexico,,manmade
Acoma Pueblo,Acoma PuebloMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Acoma_Pueblo_Sky_City_2.jpg/330px-Acoma_Pueblo_Sky_City_2.jpg,manmade
Bandelier CCC Historic District,Bandelier CCC Historic DistrictMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Bandelier_Kiva.jpg/330px-Bandelier_Kiva.jpg,manmade
Barrio De Analco Historic District,Barrio De Analco Historic DistrictMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Santa_Fe_San_miguel_chapel.jpg/330px-Santa_Fe_San_miguel_chapel.jpg,manmade
Big Bead Mesa,Upload image,,,New Mexico,,manmade
Blackwater Draw,Blackwater DrawMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/en/2/20/Blackwater_Draw_%28museum_logo%29.jpg,manmade
Ernest L. Blumenschein House,Ernest L. Blumenschein HouseMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Ernest_L._Blumenschein_House.jpg/330px-Ernest_L._Blumenschein_House.jpg,manmade
Carlsbad Irrigation District,Carlsbad Irrigation DistrictMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Carlsbad_Irrigation_District%2C_Avalon_Dam%2C_On_Pecos_River%2C_4_miles_North_of_Carlsbad%2C_Carlsbad_vicinity_%28Eddy_County%2C_New_Mexico%29.jpg/330px-Carlsbad_Irrigation_District%2C_Avalon_Dam%2C_On_Pecos_River%2C_4_miles_North_of_Carlsbad%2C_Carlsbad_vicinity_%28Eddy_County%2C_New_Mexico%29.jpg,manmade
Kit Carson House,Kit Carson HouseMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Kit_Carson_House_in_Taos%2C_NM.jpg/330px-Kit_Carson_House_in_Taos%2C_NM.jpg,manmade
Denver & Rio Grande Railroad San Juan Extension(Cumbres & Toltec Scenic Railroad),Denver & Rio Grande Railroad San Juan ExtensionMore images,,,New Mexico,,manmade
El Santuario de Chimayó,El Santuario de ChimayóMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Santuario_Chimayo.jpg/330px-Santuario_Chimayo.jpg,manmade
Folsom site,Folsom site,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/f/f8/Folsom_point.png,manmade
Fort Bayard Site,Fort Bayard SiteMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Ft._Bayard.jpg/330px-Ft._Bayard.jpg,manmade
Glorieta Pass Battlefield,Glorieta Pass BattlefieldMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/GP_Battlefield.jpg/330px-GP_Battlefield.jpg,manmade
Hawikuh,HawikuhMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Hawikuh_church.jpg/330px-Hawikuh_church.jpg,manmade
Peter Hurd and Henriette Wyeth House and Studios,Peter Hurd and Henriette Wyeth House and StudiosMore images,,,New Mexico,,manmade
Las Trampas Historic District,Las Trampas Historic DistrictMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Las_Trampas_Historic_District_018.JPG/330px-Las_Trampas_Historic_District_018.JPG,manmade
Lincoln Historic District,Lincoln Historic DistrictMore images,,,New Mexico,,manmade
Los Alamos Scientific Laboratory,Los Alamos Scientific LaboratoryMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Los_Alamos_aerial_view.jpeg/330px-Los_Alamos_aerial_view.jpeg,manmade
Mabel Dodge Luhan House,Mabel Dodge Luhan HouseMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/MD_Lujan_House.jpg/330px-MD_Lujan_House.jpg,manmade
Manuelito Complex,Manuelito Complex,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/New_Mexico-Manuelito_Canyon.jpg/330px-New_Mexico-Manuelito_Canyon.jpg,manmade
Mesilla Plaza,Mesilla PlazaMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/MesillaPlaza.jpg/330px-MesillaPlaza.jpg,manmade
Georgia O'Keeffe Home and Studio,Georgia O'Keeffe Home and StudioMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/O%27Keeffe_Home3.jpg/330px-O%27Keeffe_Home3.jpg,manmade
Palace of the Governors,Palace of the GovernorsMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/NewMexicoPalaceSantaFe.jpg/330px-NewMexicoPalaceSantaFe.jpg,manmade
Pecos Pueblo,Pecos PuebloMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Pecos-pueblo-mission-church.jpg/330px-Pecos-pueblo-mission-church.jpg,manmade
Puye Ruins,Puye RuinsMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Puye.jpg/330px-Puye.jpg,manmade
Ernie Pyle House,Ernie Pyle HouseMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Ernie_Pyle_Library_Albuquerque_New_Mexico.jpg/330px-Ernie_Pyle_Library_Albuquerque_New_Mexico.jpg,manmade
Quarai,QuaraiMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Quarairuin.JPG/330px-Quarairuin.JPG,manmade
Rabbit Ears,Rabbit EarsMore images,,,New Mexico,,manmade
Ratón Pass,Ratón PassMore images,,,New Mexico,,manmade
San Estevan del Rey Mission Church,San Estevan del Rey Mission ChurchMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/St_Stephens_Church_at_Acoma_Pueblo.jpg/330px-St_Stephens_Church_at_Acoma_Pueblo.jpg,manmade
San Francisco de Asís Mission Church,San Francisco de Asís Mission ChurchMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/San_Francisco_de_Asis_Mission_Church.JPG/330px-San_Francisco_de_Asis_Mission_Church.JPG,manmade
San Gabriel de Yungue-Ouinge,San Gabriel de Yungue-OuingeMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Alcalde_Village%2C_Site_of_San_Gabriel%2C_Alcalde_%28Rio_Arriba_County%2C_New_Mexico%29.jpg/330px-Alcalde_Village%2C_Site_of_San_Gabriel%2C_Alcalde_%28Rio_Arriba_County%2C_New_Mexico%29.jpg,manmade
San José de Gracia Church,San José de Gracia ChurchMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/LasTrampas-May05.jpg/330px-LasTrampas-May05.jpg,manmade
San José de los Jémez Mission and Gíusewa Pueblo Site,San José de los Jémez Mission and Gíusewa Pueblo SiteMore images,,,New Mexico,,manmade
San Lazaro,Upload image,,,New Mexico,,manmade
Sandia Cave,Sandia CaveMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Sandia_Man_Cave.JPG/330px-Sandia_Man_Cave.JPG,manmade
Santa Fe Plaza,Santa Fe PlazaMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Santa_Fe_Plaza.jpg/330px-Santa_Fe_Plaza.jpg,manmade
Seton Village,Seton VillageMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/House_at_Seton_Village.jpg/330px-House_at_Seton_Village.jpg,manmade
Taos Pueblo,Taos PuebloMore images,,,New Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Taos_Pueblo_2017-05-05.jpg/330px-Taos_Pueblo_2017-05-05.jpg,manmade
